,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,Lead_proteins
37,prerank,Post-translational protein phosphorylation,0.7103896198163804,1.1662778229668753,0.23068669527896996,1.0,1.0,5/6,26.32%,SERPIND1;ITIH2;AHSG;APOA1;KNG1,P05546;Q8IVC0;A0A087WTE1;A2RTY6;B4DM79;D3DRR6;P19823;Q5T985;Q5T987;B7Z8Q2;C9JV77;P02765;A0A024R3E3;F8W696;P02647;Q8TDB0;Q9Y355;B4DPP8;D3DNU8;P01042-2;P01042-3;Q05CF8
38,prerank,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),0.7103896198163804,1.1662778229668753,0.23068669527896996,1.0,1.0,5/6,26.32%,SERPIND1;ITIH2;AHSG;APOA1;KNG1,P05546;Q8IVC0;A0A087WTE1;A2RTY6;B4DM79;D3DRR6;P19823;Q5T985;Q5T987;B7Z8Q2;C9JV77;P02765;A0A024R3E3;F8W696;P02647;Q8TDB0;Q9Y355;B4DPP8;D3DNU8;P01042-2;P01042-3;Q05CF8
39,prerank,Post-translational protein modification,0.6888710408037821,1.1536935021223436,0.235480464625132,1.0,1.0,5/7,26.32%,SERPIND1;ITIH2;AHSG;APOA1;KNG1,P05546;Q8IVC0;A0A087WTE1;A2RTY6;B4DM79;D3DRR6;P19823;Q5T985;Q5T987;B7Z8Q2;C9JV77;P02765;A0A024R3E3;F8W696;P02647;Q8TDB0;Q9Y355;B4DPP8;D3DNU8;P01042-2;P01042-3;Q05CF8
40,prerank,Collagen formation,0.8571428571428572,1.134461833280102,0.31467181467181465,1.0,1.0,1/1,15.79%,COL18A1,D3DSM4;D3DSM5;H7BXV5;H7C457;P39060;P39060-1;P39060-2;Q8NG19
41,prerank,Laminin interactions,0.8571428571428572,1.134461833280102,0.31467181467181465,1.0,1.0,1/1,15.79%,COL18A1,D3DSM4;D3DSM5;H7BXV5;H7C457;P39060;P39060-1;P39060-2;Q8NG19
42,prerank,Activation of Matrix Metalloproteinases,0.8571428571428572,1.134461833280102,0.31467181467181465,1.0,1.0,1/1,15.79%,COL18A1,D3DSM4;D3DSM5;H7BXV5;H7C457;P39060;P39060-1;P39060-2;Q8NG19
43,prerank,Collagen degradation,0.8571428571428572,1.134461833280102,0.31467181467181465,1.0,1.0,1/1,15.79%,COL18A1,D3DSM4;D3DSM5;H7BXV5;H7C457;P39060;P39060-1;P39060-2;Q8NG19
44,prerank,Collagen biosynthesis and modifying enzymes,0.8571428571428572,1.134461833280102,0.31467181467181465,1.0,1.0,1/1,15.79%,COL18A1,D3DSM4;D3DSM5;H7BXV5;H7C457;P39060;P39060-1;P39060-2;Q8NG19
45,prerank,Collagen chain trimerization,0.8571428571428572,1.134461833280102,0.31467181467181465,1.0,1.0,1/1,15.79%,COL18A1,D3DSM4;D3DSM5;H7BXV5;H7C457;P39060;P39060-1;P39060-2;Q8NG19
46,prerank,Assembly of collagen fibrils and other multimeric structures,0.8571428571428572,1.134461833280102,0.31467181467181465,1.0,1.0,1/1,15.79%,COL18A1,D3DSM4;D3DSM5;H7BXV5;H7C457;P39060;P39060-1;P39060-2;Q8NG19
47,prerank,ROS and RNS production in phagocytes,-0.8571428571428571,-1.1256399005411735,0.34303534303534305,1.0,1.0,1/1,17.54%,ATP6V1H,A0A024R7U9;A0A024R7X3;A0A0D9SG68;B3KUZ7;B4E054;E5RG49;E5RHH0;E5RJG1;E5RK31;G3V126;Q8TF11;Q9UI12;Q9UI12-2
48,prerank,HIV Infection,-0.8571428571428571,-1.1256399005411735,0.34303534303534305,1.0,1.0,1/1,17.54%,ATP6V1H,A0A024R7U9;A0A024R7X3;A0A0D9SG68;B3KUZ7;B4E054;E5RG49;E5RHH0;E5RJG1;E5RK31;G3V126;Q8TF11;Q9UI12;Q9UI12-2
49,prerank,Infection with Mycobacterium tuberculosis,-0.8571428571428571,-1.1256399005411735,0.34303534303534305,1.0,1.0,1/1,17.54%,ATP6V1H,A0A024R7U9;A0A024R7X3;A0A0D9SG68;B3KUZ7;B4E054;E5RG49;E5RHH0;E5RJG1;E5RK31;G3V126;Q8TF11;Q9UI12;Q9UI12-2
50,prerank,Signaling by Insulin receptor,-0.8571428571428571,-1.1256399005411735,0.34303534303534305,1.0,1.0,1/1,17.54%,ATP6V1H,A0A024R7U9;A0A024R7X3;A0A0D9SG68;B3KUZ7;B4E054;E5RG49;E5RHH0;E5RJG1;E5RK31;G3V126;Q8TF11;Q9UI12;Q9UI12-2
51,prerank,Insulin receptor recycling,-0.8571428571428571,-1.1256399005411735,0.34303534303534305,1.0,1.0,1/1,17.54%,ATP6V1H,A0A024R7U9;A0A024R7X3;A0A0D9SG68;B3KUZ7;B4E054;E5RG49;E5RHH0;E5RJG1;E5RK31;G3V126;Q8TF11;Q9UI12;Q9UI12-2
52,prerank,Host Interactions of HIV factors,-0.8571428571428571,-1.1256399005411735,0.34303534303534305,1.0,1.0,1/1,17.54%,ATP6V1H,A0A024R7U9;A0A024R7X3;A0A0D9SG68;B3KUZ7;B4E054;E5RG49;E5RHH0;E5RJG1;E5RK31;G3V126;Q8TF11;Q9UI12;Q9UI12-2
53,prerank,Signaling by Receptor Tyrosine Kinases,-0.8571428571428571,-1.1256399005411735,0.34303534303534305,1.0,1.0,1/1,17.54%,ATP6V1H,A0A024R7U9;A0A024R7X3;A0A0D9SG68;B3KUZ7;B4E054;E5RG49;E5RHH0;E5RJG1;E5RK31;G3V126;Q8TF11;Q9UI12;Q9UI12-2
54,prerank,Amino acids regulate mTORC1,-0.8571428571428571,-1.1256399005411735,0.34303534303534305,1.0,1.0,1/1,17.54%,ATP6V1H,A0A024R7U9;A0A024R7X3;A0A0D9SG68;B3KUZ7;B4E054;E5RG49;E5RHH0;E5RJG1;E5RK31;G3V126;Q8TF11;Q9UI12;Q9UI12-2
55,prerank,Bacterial Infection Pathways,-0.8571428571428571,-1.1256399005411735,0.34303534303534305,1.0,1.0,1/1,17.54%,ATP6V1H,A0A024R7U9;A0A024R7X3;A0A0D9SG68;B3KUZ7;B4E054;E5RG49;E5RHH0;E5RJG1;E5RK31;G3V126;Q8TF11;Q9UI12;Q9UI12-2
56,prerank,Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,-0.8571428571428571,-1.1256399005411735,0.34303534303534305,1.0,1.0,1/1,17.54%,ATP6V1H,A0A024R7U9;A0A024R7X3;A0A0D9SG68;B3KUZ7;B4E054;E5RG49;E5RHH0;E5RJG1;E5RK31;G3V126;Q8TF11;Q9UI12;Q9UI12-2
57,prerank,Nef Mediated CD4 Down-regulation,-0.8571428571428571,-1.1256399005411735,0.34303534303534305,1.0,1.0,1/1,17.54%,ATP6V1H,A0A024R7U9;A0A024R7X3;A0A0D9SG68;B3KUZ7;B4E054;E5RG49;E5RHH0;E5RJG1;E5RK31;G3V126;Q8TF11;Q9UI12;Q9UI12-2
58,prerank,Cellular response to starvation,-0.8571428571428571,-1.1256399005411735,0.34303534303534305,1.0,1.0,1/1,17.54%,ATP6V1H,A0A024R7U9;A0A024R7X3;A0A0D9SG68;B3KUZ7;B4E054;E5RG49;E5RHH0;E5RJG1;E5RK31;G3V126;Q8TF11;Q9UI12;Q9UI12-2
59,prerank,Transferrin endocytosis and recycling,-0.8571428571428571,-1.1256399005411735,0.34303534303534305,1.0,1.0,1/1,17.54%,ATP6V1H,A0A024R7U9;A0A024R7X3;A0A0D9SG68;B3KUZ7;B4E054;E5RG49;E5RHH0;E5RJG1;E5RK31;G3V126;Q8TF11;Q9UI12;Q9UI12-2
60,prerank,Nef Mediated CD8 Down-regulation,-0.8571428571428571,-1.1256399005411735,0.34303534303534305,1.0,1.0,1/1,17.54%,ATP6V1H,A0A024R7U9;A0A024R7X3;A0A0D9SG68;B3KUZ7;B4E054;E5RG49;E5RHH0;E5RJG1;E5RK31;G3V126;Q8TF11;Q9UI12;Q9UI12-2
61,prerank,The role of Nef in HIV-1 replication and disease pathogenesis,-0.8571428571428571,-1.1256399005411735,0.34303534303534305,1.0,1.0,1/1,17.54%,ATP6V1H,A0A024R7U9;A0A024R7X3;A0A0D9SG68;B3KUZ7;B4E054;E5RG49;E5RHH0;E5RJG1;E5RK31;G3V126;Q8TF11;Q9UI12;Q9UI12-2
62,prerank,Response of Mtb to phagocytosis,-0.8571428571428571,-1.1256399005411735,0.34303534303534305,1.0,1.0,1/1,17.54%,ATP6V1H,A0A024R7U9;A0A024R7X3;A0A0D9SG68;B3KUZ7;B4E054;E5RG49;E5RHH0;E5RJG1;E5RK31;G3V126;Q8TF11;Q9UI12;Q9UI12-2
63,prerank,Suppression of phagosomal maturation,-0.8571428571428571,-1.1256399005411735,0.34303534303534305,1.0,1.0,1/1,17.54%,ATP6V1H,A0A024R7U9;A0A024R7X3;A0A0D9SG68;B3KUZ7;B4E054;E5RG49;E5RHH0;E5RJG1;E5RK31;G3V126;Q8TF11;Q9UI12;Q9UI12-2
64,prerank,Blockage of phagosome acidification,-0.8571428571428571,-1.1256399005411735,0.34303534303534305,1.0,1.0,1/1,17.54%,ATP6V1H,A0A024R7U9;A0A024R7X3;A0A0D9SG68;B3KUZ7;B4E054;E5RG49;E5RHH0;E5RJG1;E5RK31;G3V126;Q8TF11;Q9UI12;Q9UI12-2
65,prerank,Ketone body metabolism,-0.8392857142857142,-1.114362428324384,0.3435700575815739,1.0,1.0,1/1,19.30%,ACSS3,A0A0B4J1R2;F8VZB4;Q9H6R3;Q9H6R3-2
66,prerank,Synthesis of Ketone Bodies,-0.8392857142857142,-1.114362428324384,0.3435700575815739,1.0,1.0,1/1,19.30%,ACSS3,A0A0B4J1R2;F8VZB4;Q9H6R3;Q9H6R3-2
67,prerank,Creatine metabolism,0.8214285714285714,1.1014575052053757,0.3675889328063241,1.0,1.0,1/1,19.30%,GATM,A0A024R5Q4;H0YKW9;H0YLC6;H0YMX4;H0YN43;P50440;P50440-2;P50440-3
68,prerank,Neutrophil degranulation,0.6857517222645296,1.0773988580813965,0.36054421768707484,1.0,1.0,4/5,29.82%,TTR;TSPAN14;AHSG;A1BG,A0A087WT59;A0A087WV45;A6XGL1;A6XMH1;E9KL36;P02766;Q53WY6;Q8TDB2;A6NEP9;H7BXY6;Q8N2P5;Q8NG11;Q8NG11-2;Q8NG11-3;B7Z8Q2;C9JV77;P02765;B3KP79;B3KWB5;M0R009;P04217;P04217-2;Q7Z3U3;V9HWD8
69,prerank,Metabolism of nitric oxide: NOS3 activation and regulation,0.8035714285714286,1.0583661322837656,0.43673469387755104,1.0,1.0,1/1,21.05%,DDAH1,B1AKK2;B4DYP1;B4E3V1;O94760;O94760-2
70,prerank,eNOS activation,0.8035714285714286,1.0583661322837656,0.43673469387755104,1.0,1.0,1/1,21.05%,DDAH1,B1AKK2;B4DYP1;B4E3V1;O94760;O94760-2
71,prerank,Innate Immune System,0.620495410429655,1.050183173790882,0.40763673890608876,1.0,1.0,5/9,29.82%,TTR;TSPAN14;CLU;AHSG;A1BG,A0A087WT59;A0A087WV45;A6XGL1;A6XMH1;E9KL36;P02766;Q53WY6;Q8TDB2;A6NEP9;H7BXY6;Q8N2P5;Q8NG11;Q8NG11-2;Q8NG11-3;B4DW11;E5RG36;E5RGB0;E5RH61;E5RJZ5;E7ERK6;E7ETB4;H0YAS8;H0YC35;H0YLK8;P10909;P10909-2;P10909-3;P10909-4;P10909-5;Q6LDQ3;Q8IWL5;Q8IWM0;B7Z8Q2;C9JV77;P02765;B3KP79;B3KWB5;M0R009;P04217;P04217-2;Q7Z3U3;V9HWD8
